question1,question2,is_duplicate
开通花呗时取消刷脸,花呗还不开通,0
我的借呗还款，银行卡掉了怎么换卡,我的借呗放款至余额，怎样改放到银行卡,0
花呗的钱要还么,刚才有还***的花呗,0
为什么我的花呗花不了了,怎么用不了花呗,1
想更换花呗邦定的支付宝,两个支付宝，花呗怎么换这个号上来,1
我之前有手机号注册了花呗，怎么更换手机号,我更换了手机号码怎么处理花呗,0
花呗还款方式没有银行卡怎么办,我点还款银行卡已经扣钱，但是花呗没有显示我还款,0
我想知道为什么我的蚂蚁借呗会停止使用了,我的蚂蚁借呗为什么给我关闭,0
解绑花呗的手机号,我的花呗以前用过，可以解绑吗,0
游戏充值可以用花呗吗,花呗可以允值游戏吗,1
积分怎么兑换花呗免税,积分兑换借呗***天免息卷,0
想签约花呗的要怎么签约,商家怎么签约花呗分期,1
我都在花呗花费多少钱,花呗用多少钱才分期,0
我用花呗购了什么,花呗积分能作什么,0
用花呗买机票用什么网站,为什么我的花呗买不到票,0
怎么关闭花呗,关闭花呗还能不能开通,0
借呗额度被关怎么恢复,借呗，额度为什么会降,0
花呗分期最小金额,花呗分期购机,0
我的支付宝收款二维码 怎么还没有给我送来,我没开通花呗 为什么提示有逾期未还款,0
将网商贷切换为借呗成功率高吗,申请切换网商贷为借呗出现网络问题,0
蚂蚁借呗还款日是什么时间,我借呗还款日是几号的,1
蚂蚁借呗会影响个人贷款信用问题吗,蚂蚁借呗是否影响信用,0
就花呗打不开,为什么开不通花呗,0
花呗开通，借呗怎么不能开通,我怎么不能开通借呗？是还欠花呗吗,0
借呗还有钱，为什么不能借款了,借呗还进去了，为什么不能借出来了,0
花呗还款日可否更改,花呗还款日期能否更改了,1
我的花呗还能用吗,我能开通买家花呗吗,0
花呗怎么认证营业执照,用花呗付款，要认证，怎么办,0
我这上面不显示花呗,如何让我的页面不显示花呗功能,1
我的花呗已经关了，什么时候能用别的账号开通花呗,另一个账户关闭花呗，本账户什么时候可以开通,1
我昨天用花呗交的话费为啥没有到账,我用花呗付了电费，但是没有到账，这个钱能退回吗,0
我借呗还款，银行卡上的钱扣了，为什么花呗没还进去,我手机丢了，之前绑定的银行卡，登录不了新手机，花呗还没还，怎么还上,0
什么样的线下商户是支持花呗付款的？有什么标志吗,我的花呗为什么不支持线下付款,0
花呗这个月有分期,蚂蚁花呗每个月长钱,0
商家扫码自动花呗付款,花呗扫码不行吗,0
我的花呗***元红包在哪里,到店付款得花呗***元红包,0
花呗收款的服务费是商户出还是顾客出,花呗，服务费不应该收我们的,0
花呗逾期之后不能使用，多久可以继续使用,花呗逾期怎么才能继续使用,1
借呗可欲借额度有多少,我有多少借呗额度,1
花呗我可以下个月还款吗,本月使用的花呗本月可以还吗,0
花呗额度一直都是***,蚂蚁花呗体验额是什么,0
我已经还钱了。花呗的退款退到哪里去了,昨天花呗已还清，今天退到花呗里的钱去了那里,1
蚂蚁花呗办分期,代理商花呗分期费率,0
我咋没找到花呗还款,我在找不到花呗,0
花呗资金冻结是什么,花呗额度冻结是资金吗,0
花呗逾期了***期，能先还***期钱吗,花呗能用余额宝还钱吗,0
为什么蚂蚁借呗转到网商贷了,蚂蚁借呗能转到另一个支付宝,0
借呗，怎么分期,蚂蚁借呗只有六期分期了为什么,0
满足开通借呗条件申请开通是不是都通过,我还不满足借呗条件吗,0
怎么开通花呗收钱和信用卡收钱,信用卡花呗收不了款,0
花呗，不按时还款会怎样,花呗晚一天还会怎样，会自动关闭花呗吗,1
帮我查一下是不是我开通花呗了,现在，是不是还没有开通花呗,1
花呗购物退款的钱，退到哪里去了,花呗买的车票 退款后 退在哪里,1
花呗可以延后几天还可以吗,花呗可以延迟几天嘛,0
绑定花呗账号的手机号忘记了怎么办,蚂蚁花呗手机号忘记,1
为什么花呗里的学历没有高中,没有学历，怎样提升花呗额度,0
之前的支付宝账号早都关闭了花呗,帮我看下花呗关闭,0
花呗怎么设置设置支付密码,花呗通讯录设置,0
***期的花呗免息劵,花呗分期 首期免息,0
借呗存在风险操作,突然我借呗存在风险,1
退款了花呗额度没变,还花呗，分期付款后，是不是就没有可用额度了,0
我花呗怎么额度用不了,现在如何用不了花呗支付,1
花呗可以分期还款吗,花呗分期利率多少,0
蚂蚁花呗能透支吗,花呗透支对信用有影响吗,0
花呗的钱怎么用微信花,为什么我银行卡里的钱怎么进花呗了,0
花呗可以关联用吗,花呗能在关联账户使用吗,1
花呗的账钱算多了,花呗借了没用怎么算,0
蚂蚁借呗能随借随还吗,借呗可以借***期还吗,0
我的花呗怎么开不了,您暂时不支持开花呗,0
我应退回花呗的款少了怎么回事,退回花呗的钱数不对。不是***元。怎么回事,1
可不可以给我提一提借呗额度,借呗额度不涨还会降,0
借呗的余额,我的蚂蚁借呗红包,0
哪些线下支付可以用花呗,可以用花呗买车票么,0
花呗收短信的码收不到了,花呗分期无法收到验证码,0
在哪里查询借呗还款记录,之前的借呗还款记录在哪里看,1
花呗买车票可以买的吗,还了一期可以消费花呗的钱吗,0
花呗记账周期多少天,花呗 记账周期,1
花呗没有签约。怎么使用,怎么才能用使用花呗,0
花呗怎么买手机,我用花呗买手机，但是额度不够***，我怎么办,0
花呗出账期和还款期更改,花呗如何更改,0
我今天中午还款了，但是花呗账单没有显示，我的银行卡却扣除了,银行卡没有到账怎么还花呗,0
花呗让我还了两次,我不欠花呗了，怎么让我还***元,0
使用电子公交卡的扣款顺序跟支付宝钱包的扣款顺序一样吗，如果花呗没钱了，就从余额里面扣吗,刷了公交卡扣的怎么是花呗的钱。怎么余额宝里面的钱没扣。,0
商家已经退款，花呗里为什么还要我还款,我的押金是花呗教的，退出来之后为什么还要还花呗的***,0
把花呗账单删了怎么找,花呗已出账账单可以删除吗,0
为什么该商家不支持花呗付款,怎么禁止花呗付款,0
蚂蚁花呗，怎么免息还款,我想知道这笔蚂蚁花呗的利息是多少,0
给我花呗提额度吧，我想买苹果八,我的花呗额度是***，我想买的商品是***，怎么办,0
申请蚂蚁借呗详细地址怎么填,申请借呗时收货地址错了,0
花呗付款笔笔抽奖在哪,在那里查看花呗抽奖机会,1
我身份证之前绑定了别的支付宝花呗 怎么解绑,以前绑定身份证的手机号丢了，里面的花呗解绑不了，现在要怎么把以前的花呗解绑,0
蚂蚁借呗能提前还分期吗,借呗能延期一个月在还吗,0
如何提前一次还清花呗,我的花呗，怎么没有提前还款这一项,0
花呗只能在一个手机号上面开通是吗,个身份证只能搞一个花呗吗,0
上个月已经显示我全部还完花呗，为什么还有需要还款的金额,我用花呗扫共享单车，退押金，显示已退，为什么花呗上显示还要还那么多,0
线下哪些商户能使用花呗,"哪些能,用花呗",0
怎样关闭借呗 我不想用了,怎么关闭借呗的界面,1
双***没有花呗临时额度么,双***花呗额度可以超吗,0
花呗充值话费,花呗能不能交话费和电费,1
为什么新号没有花呗,花呗为什么还没有,0
使用花呗或者借呗，芝麻信用需要达到多少分,芝麻分要多少钱，才能申请花贝,0
我的花呗为什么不让用了,为什么我的花呗和蚂蚁借吧都不能用了,0
花呗也有最低还款吗,花呗还了最低还款对信用有影响,0
为什么我默认的花呗支付，付款的时候又扣我银行的钱,之前这个订单号我已经付款扣钱了，怎么花呗又扣钱,0
怎么查看花呗还款计划,如何查看花呗剩余还款金额,1
怎样登陆花呗还款,怎么用银行卡还蚂蚁花呗款,0
借呗升级网商贷额度会降低还是提高,借呗额度降低怎样设置,0
我的蚂蚁花呗，用不了，在这个支付宝上,我的支付宝花呗，他不能在淘宝上买东西,0
现在很多事都用不了花呗，很烦恼,我花呗不能用了,0
花呗额度为负值还能继续使用吗,花呗上的额度用完了，还可以再用吗,0
花呗二维码支付必须要短信验证码吗,花呗每次支付都要短信验证码，怎么取消,0
借呗给额度手机号收不到验证码怎么办,花呗登录显示要在另一个手机号上登录但另一个手机号不用了，收不到验证码怎么办,0
花呗的账号找不到了,我的支付宝为什么找不到 花呗,0
不想用借呗能取消关注吗,能把我借呗关了吗,0
花呗可以帮我还款吗,微信可以还花呗吗,0
怎么花呗充值手机号码,花呗!怎么能支付手机费了,1
可不可以延迟还款蚂蚁借呗,蚂蚁借呗今天借，***天还，具体是几号还款,0
现在花呗不支持交水电费了吗,花呗怎么支持交电费了,0
花呗识脸认证不通过,借呗刷脸通不过,0
本人支付宝的蚂蚁花呗逾期可以用别人的支付宝还吗,我想还蚂蚁花呗一半可以吗,0
怎么关闭自动还款借呗,如何取消余额宝自动还款借呗功能,0
花呗可以支付机票,在飞猪上买机票能花呗付款吗,0
借呗如何更改还款银行卡,花呗能更换银行卡吗,0
花呗账单分期想提前还款,花呗分期还，可以提前分期还款吗,1
蚂蚁借呗会关闭吗,长期关闭借呗,0
我的记录良好花呗怎么着冻结了,花呗账户冻结了,0
花呗的临时额度有效期是***号,花呗额度有效期是什么,0
支付宝收钱码能收花呗的钱吗,我的收钱码怎么收不了花呗和信用卡的钱,0
把花呗删除,花呗的交易记录，删除怎么删除,0
开通花呗显示暂时无法使用花呗，建议常使用支付宝,花呗开通了但是无法使用 显示建议你常使用花呗,1
借呗之前有额度，为啥现在没有了,借呗之前有额度现在怎么没有了,1
为什么花呗开通认证失误后不得认证了,我为什么不能开通花呗,0
花呗临时额度在哪里显示,花呗额度为付,0
花呗怎么提前还款,线下购物怎么设置不要直接用花呗扣款,0
不用蚂蚁借呗，他会提升额度吗,蚂蚁借呗一般是几号提额度,0
网商贷更好还是借呗更好,借呗欠钱能升级网商贷吗,0
我的蚂蚁借呗今天还款日，系统没有自动扣款,帮我查看一下我的借呗还有多少欠款,0
我的借呗还款日是几号,借呗还款日多少,1
花呗收款要符合什么条件,为什么我的不支持开通花呗收款,0
花呗用了临时额度 现在出现负数了 那下月能分期吗,花呗临时额度下个月能分期吗,0
他就说我不符合开通花呗条件,我家邻居才开支付宝，马上就有花呗了,0
我不能开通蚂蚁借呗,蚂蚁借呗没有车还贷款不了,0
借呗已还款，为什么没有恢复额度,借呗还款后额度没有,1
为什么我借呗开通然后又关闭了,借呗刚刚开通怎么又关闭了,1
花呗不支持缴电费吗,花呗可以代缴电费吗,1
我怎么会产生那么多花呗金额,花呗的***元是怎么产生的,0
花呗朋友还款的邀请记录在哪里可以删除,邀请好友帮忙还花呗,0
花呗借款需要多久,花呗解除需要多久,0
借呗今天可以还***号的账单吗,可以把我的借呗解封吗,0
花呗可以在淘宝消费吗,花呗可以帮淘宝吗,1
意思不能用花呗在商场买东西吗,买东西能花呗吗,0
如果，花呗中应还款***元，逾期换款是多少元,花呗逾期一个月，利息多少,0
怎么我的花呗开通了不能用,为什么之前可以开通花呗收钱 现在不可以了,0
